 #calculated the component:  1  2  3
 #tolerence:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    4.062113E+01eV    1.492799E+00Ha
 # Energy      Tot-Im Chi(-2w,w,w)  Tot-Im Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units
 #
       4.898049  -7.871495E-01  -3.297204E+01
       4.906213  -8.312446E-01  -3.481909E+01
       4.914376  -8.710689E-01  -3.648725E+01
       4.922539  -8.988019E-01  -3.764893E+01
       4.930703  -9.091810E-01  -3.808368E+01
       4.938866  -9.018602E-01  -3.777703E+01
       4.947030  -8.809433E-01  -3.690087E+01
       4.955193  -8.527574E-01  -3.572022E+01
       4.963356  -8.234317E-01  -3.449183E+01
       4.971520  -7.972091E-01  -3.339342E+01
       4.979683  -7.759169E-01  -3.250153E+01
       4.987847  -7.595284E-01  -3.181505E+01
       4.996010  -7.469488E-01  -3.128812E+01
       5.004173  -7.362022E-01  -3.083796E+01
       5.012337  -7.242414E-01  -3.033695E+01
       5.020500  -7.072529E-01  -2.962534E+01
       5.028664  -6.817663E-01  -2.855776E+01
       5.036827  -6.459107E-01  -2.705585E+01
       5.044991  -6.001737E-01  -2.514002E+01
       5.053154  -5.474973E-01  -2.293351E+01
       5.061317  -4.922921E-01  -2.062108E+01
       5.069481  -4.383229E-01  -1.836043E+01
       5.077644  -3.870883E-01  -1.621432E+01
       5.085808  -3.383369E-01  -1.417222E+01
       5.093971  -2.920192E-01  -1.223207E+01
       5.102134  -2.498496E-01  -1.046568E+01
       5.110298  -2.156753E-01  -9.034184E+00
       5.118461  -1.944305E-01  -8.144286E+00
       5.126625  -1.895705E-01  -7.940713E+00
       5.134788  -2.002287E-01  -8.387158E+00
       5.142952  -2.203347E-01  -9.229358E+00
       5.151115  -2.405130E-01  -1.007459E+01
       5.159278  -2.514933E-01  -1.053453E+01
       5.167442  -2.470746E-01  -1.034944E+01
       5.175605  -2.250095E-01  -9.425175E+00
       5.183769  -1.853816E-01  -7.765247E+00
       5.191932  -1.279416E-01  -5.359203E+00
       5.200095  -5.085616E-02  -2.130258E+00
       5.208259   4.747531E-02   1.988641E+00
       5.216422   1.640748E-01   6.872749E+00
       5.224586   2.876048E-01   1.204716E+01
       5.232749   3.992359E-01   1.672315E+01
       5.240913   4.794565E-01   2.008343E+01
       5.249076   5.166987E-01   2.164342E+01
       5.257239   5.113468E-01   2.141924E+01
       5.265403   4.725429E-01   1.979383E+01
       5.273566   4.111561E-01   1.722247E+01
       5.281730   3.346377E-01   1.401727E+01
       5.289893   2.466623E-01   1.033216E+01
       5.298056   1.500977E-01   6.287277E+00
       5.306220   4.998264E-02   2.093668E+00
       5.314383  -4.588370E-02  -1.921972E+00
       5.322547  -1.288530E-01  -5.397383E+00
       5.330710  -1.919401E-01  -8.039968E+00
       5.338874  -2.310052E-01  -9.676324E+00
       5.347037  -2.444551E-01  -1.023971E+01
       5.355200  -2.327601E-01  -9.749830E+00
       5.363364  -1.987602E-01  -8.325647E+00
       5.371527  -1.483635E-01  -6.214635E+00
       5.379691  -9.048051E-02  -3.790039E+00
       5.387854  -3.547241E-02  -1.485865E+00
       5.396017   7.377934E-03   3.090462E-01
       5.404181   3.185322E-02   1.334265E+00
       5.412344   3.530739E-02   1.478952E+00
       5.420508   1.816488E-02   7.608887E-01
       5.428671  -1.679971E-02  -7.037045E-01
       5.436834  -6.525539E-02  -2.733411E+00
       5.444998  -1.221891E-01  -5.118244E+00
       5.453161  -1.825771E-01  -7.647772E+00
       5.461325  -2.418736E-01  -1.013158E+01
       5.469488  -2.967222E-01  -1.242907E+01
       5.477652  -3.458007E-01  -1.448487E+01
       5.485815  -3.899978E-01  -1.633619E+01
       5.493978  -4.314258E-01  -1.807152E+01
       5.502142  -4.719212E-01  -1.976779E+01
       5.510305  -5.120917E-01  -2.145045E+01
       5.518469  -5.510723E-01  -2.308326E+01
       5.526632  -5.865125E-01  -2.456778E+01
       5.534795  -6.148854E-01  -2.575626E+01
       5.542959  -6.325262E-01  -2.649520E+01
       5.551122  -6.370069E-01  -2.668288E+01
       5.559286  -6.280006E-01  -2.630563E+01
       5.567449  -6.073847E-01  -2.544207E+01
       5.575613  -5.788392E-01  -2.424636E+01
       5.583776  -5.471836E-01  -2.292037E+01
       5.591939  -5.175807E-01  -2.168037E+01
       5.600103  -4.946055E-01  -2.071799E+01
       5.608266  -4.811591E-01  -2.015474E+01
       5.616430  -4.775644E-01  -2.000417E+01
       5.624593  -4.814496E-01  -2.016692E+01
       5.632756  -4.886900E-01  -2.047020E+01
       5.640920  -4.950133E-01  -2.073507E+01
       5.649083  -4.975185E-01  -2.084001E+01
       5.657247  -4.954881E-01  -2.075496E+01
       5.665410  -4.902312E-01  -2.053476E+01
       5.673574  -4.840845E-01  -2.027729E+01
       5.681737  -4.790882E-01  -2.006800E+01
       5.689900  -4.759526E-01  -1.993666E+01
       5.698064  -4.737449E-01  -1.984418E+01
       5.706227  -4.705607E-01  -1.971080E+01
       5.714391  -4.650338E-01  -1.947929E+01
       5.722554  -4.577873E-01  -1.917575E+01
       5.730717  -4.517031E-01  -1.892089E+01
       5.738881  -4.506117E-01  -1.887518E+01
       5.747044  -4.571230E-01  -1.914793E+01
       5.755208  -4.709325E-01  -1.972637E+01
       5.763371  -4.885561E-01  -2.046459E+01
       5.771535  -5.044966E-01  -2.113231E+01
       5.779698  -5.131545E-01  -2.149497E+01
       5.787861  -5.105749E-01  -2.138691E+01
       5.796025  -4.952883E-01  -2.074659E+01
       5.804188  -4.682021E-01  -1.961200E+01
       5.812352  -4.322274E-01  -1.810510E+01
       5.820515  -3.921241E-01  -1.642526E+01
       5.828678  -3.542082E-01  -1.483704E+01
       5.836842  -3.253663E-01  -1.362891E+01
       5.845005  -3.113534E-01  -1.304194E+01
       5.853169  -3.149776E-01  -1.319375E+01
       5.861332  -3.352643E-01  -1.404352E+01
       5.869495  -3.683456E-01  -1.542922E+01
       5.877659  -4.093152E-01  -1.714535E+01
       5.885822  -4.534839E-01  -1.899549E+01
       5.893986  -4.966044E-01  -2.080172E+01
       5.902149  -5.348903E-01  -2.240543E+01
       5.910313  -5.653665E-01  -2.368202E+01
       5.918476  -5.862344E-01  -2.455613E+01
       5.926639  -5.969661E-01  -2.500566E+01
       5.934803  -5.982711E-01  -2.506032E+01
       5.942966  -5.919529E-01  -2.479566E+01
       5.951130  -5.803902E-01  -2.431133E+01
       5.959293  -5.656966E-01  -2.369585E+01
       5.967456  -5.491468E-01  -2.300261E+01
       5.975620  -5.312932E-01  -2.225476E+01
       5.983783  -5.124862E-01  -2.146697E+01
       5.991947  -4.932880E-01  -2.066280E+01
       6.000110  -4.746589E-01  -1.988247E+01
       6.008274  -4.580020E-01  -1.918474E+01
       6.016437  -4.450674E-01  -1.864294E+01
       6.024600  -4.377441E-01  -1.833618E+01
       6.032764  -4.377848E-01  -1.833789E+01
       6.040927  -4.463948E-01  -1.869854E+01
       6.049091  -4.636894E-01  -1.942298E+01
       6.057254  -4.883564E-01  -2.045622E+01
       6.065417  -5.179256E-01  -2.169482E+01
       6.073581  -5.495779E-01  -2.302066E+01
       6.081744  -5.809762E-01  -2.433588E+01
       6.089908  -6.106977E-01  -2.558084E+01
       6.098071  -6.382007E-01  -2.673289E+01
       6.106235  -6.635243E-01  -2.779364E+01
       6.114398  -6.870198E-01  -2.877782E+01
       6.122561  -7.091724E-01  -2.970574E+01
       6.130725  -7.301867E-01  -3.058599E+01
       6.138888  -7.492686E-01  -3.138529E+01
       6.147052  -7.641973E-01  -3.201062E+01
       6.155215  -7.717849E-01  -3.232845E+01
       6.163378  -7.690859E-01  -3.221540E+01
       6.171542  -7.546799E-01  -3.161196E+01
       6.179705  -7.294201E-01  -3.055388E+01
       6.187869  -6.964451E-01  -2.917263E+01
       6.196032  -6.605520E-01  -2.766914E+01
       6.204196  -6.270638E-01  -2.626639E+01
       6.212359  -6.004212E-01  -2.515038E+01
       6.220522  -5.830128E-01  -2.442118E+01
       6.228686  -5.747353E-01  -2.407446E+01
       6.236849  -5.734013E-01  -2.401858E+01
       6.245013  -5.758209E-01  -2.411993E+01
       6.253176  -5.791115E-01  -2.425776E+01
       6.261339  -5.816330E-01  -2.436339E+01
       6.269503  -5.832285E-01  -2.443022E+01
       6.277666  -5.848992E-01  -2.450020E+01
       6.285830  -5.882072E-01  -2.463876E+01
       6.293993  -5.945756E-01  -2.490553E+01
       6.302156  -6.046007E-01  -2.532546E+01
       6.310320  -6.176391E-01  -2.587161E+01
       6.318483  -6.319326E-01  -2.647033E+01
       6.326647  -6.452115E-01  -2.702656E+01
       6.334810  -6.554563E-01  -2.745569E+01
       6.342974  -6.615025E-01  -2.770895E+01
       6.351137  -6.632900E-01  -2.778383E+01
       6.359300  -6.617323E-01  -2.771858E+01
       6.367464  -6.583162E-01  -2.757548E+01
       6.375627  -6.545396E-01  -2.741729E+01
       6.383791  -6.513275E-01  -2.728274E+01
       6.391954  -6.487335E-01  -2.717409E+01
       6.400117  -6.461548E-01  -2.706607E+01
       6.408281  -6.428746E-01  -2.692867E+01
       6.416444  -6.384860E-01  -2.674484E+01
       6.424608  -6.329250E-01  -2.651190E+01
       6.432771  -6.262491E-01  -2.623226E+01
       6.440935  -6.185265E-01  -2.590878E+01
       6.449098  -6.099682E-01  -2.555029E+01
       6.457261  -6.009999E-01  -2.517462E+01
       6.465425  -5.919393E-01  -2.479509E+01
       6.473588  -5.824723E-01  -2.439854E+01
       6.481752  -5.714740E-01  -2.393785E+01
       6.489915  -5.574143E-01  -2.334892E+01
       6.498078  -5.390886E-01  -2.258129E+01
       6.506242  -5.162872E-01  -2.162619E+01
       6.514405  -4.901928E-01  -2.053315E+01
       6.522569  -4.634258E-01  -1.941193E+01
       6.530732  -4.396219E-01  -1.841484E+01
       6.538896  -4.225215E-01  -1.769854E+01
       6.547059  -4.148743E-01  -1.737821E+01
       6.555222  -4.176672E-01  -1.749520E+01
       6.563386  -4.299788E-01  -1.801091E+01
       6.571549  -4.493674E-01  -1.882306E+01
       6.579713  -4.725308E-01  -1.979333E+01
       6.587876  -4.960365E-01  -2.077793E+01
       6.596039  -5.169543E-01  -2.165413E+01
       6.604203  -5.332280E-01  -2.233580E+01
       6.612366  -5.437133E-01  -2.277501E+01
       6.620530  -5.479575E-01  -2.295279E+01
       6.628693  -5.458828E-01  -2.286588E+01
       6.636857  -5.375295E-01  -2.251598E+01
       6.645020  -5.229395E-01  -2.190484E+01
       6.653183  -5.022581E-01  -2.103854E+01
       6.661347  -4.760690E-01  -1.994153E+01
       6.669510  -4.457771E-01  -1.867267E+01
       6.677674  -4.137955E-01  -1.733303E+01
       6.685837  -3.834217E-01  -1.606073E+01
       6.694000  -3.583418E-01  -1.501019E+01
       6.702164  -3.418782E-01  -1.432056E+01
       6.710327  -3.363760E-01  -1.409008E+01
       6.718491  -3.429967E-01  -1.436741E+01
       6.726654  -3.617434E-01  -1.515267E+01
       6.734817  -3.914188E-01  -1.639571E+01
       6.742981  -4.295719E-01  -1.799387E+01
       6.751144  -4.727184E-01  -1.980118E+01
       6.759308  -5.168640E-01  -2.165035E+01
       6.767471  -5.580460E-01  -2.337538E+01
       6.775635  -5.927553E-01  -2.482927E+01
       6.783798  -6.184373E-01  -2.590504E+01
       6.791961  -6.341210E-01  -2.656200E+01
       6.800125  -6.407249E-01  -2.683862E+01
       6.808288  -6.406295E-01  -2.683462E+01
       6.816452  -6.366886E-01  -2.666955E+01
       6.824615  -6.312309E-01  -2.644094E+01
       6.832778  -6.254739E-01  -2.619979E+01
       6.840942  -6.193636E-01  -2.594384E+01
       6.849105  -6.116591E-01  -2.562112E+01
       6.857269  -6.003335E-01  -2.514671E+01
       6.865432  -5.834658E-01  -2.444016E+01
       6.873596  -5.603024E-01  -2.346989E+01
       6.881759  -5.317892E-01  -2.227554E+01
       6.889922  -5.003286E-01  -2.095772E+01
       6.898086  -4.692458E-01  -1.965572E+01
       6.906249  -4.423289E-01  -1.852823E+01
       6.914413  -4.230750E-01  -1.772173E+01
       6.922576  -4.133448E-01  -1.731415E+01
       6.930739  -4.121679E-01  -1.726485E+01
       6.938903  -4.159210E-01  -1.742206E+01
       6.947066  -4.200275E-01  -1.759407E+01
       6.955230  -4.209001E-01  -1.763062E+01
       6.963393  -4.167620E-01  -1.745729E+01
       6.971557  -4.071837E-01  -1.705607E+01
       6.979720  -3.922057E-01  -1.642867E+01
       6.987883  -3.719263E-01  -1.557921E+01
       6.996047  -3.468014E-01  -1.452678E+01
       7.004210  -3.182851E-01  -1.333229E+01
       7.012374  -2.891357E-01  -1.211129E+01
       7.020537  -2.629503E-01  -1.101444E+01
       7.028700  -2.431048E-01  -1.018315E+01
       7.036864  -2.315986E-01  -9.701181E+00
       7.045027  -2.282499E-01  -9.560910E+00
       7.053191  -2.306454E-01  -9.661251E+00
       7.061354  -2.349939E-01  -9.843402E+00
       7.069518  -2.374862E-01  -9.947800E+00
       7.077681  -2.354884E-01  -9.864114E+00
       7.085844  -2.281247E-01  -9.555666E+00
       7.094008  -2.161949E-01  -9.055952E+00
       7.102171  -2.016140E-01  -8.445186E+00
       7.110335  -1.866954E-01  -7.820281E+00
       7.118498  -1.736574E-01  -7.274143E+00
       7.126661  -1.645189E-01  -6.891350E+00
       7.134825  -1.610858E-01  -6.747547E+00
       7.142988  -1.646275E-01  -6.895899E+00
       7.151152  -1.753462E-01  -7.344886E+00
       7.159315  -1.921060E-01  -8.046916E+00
       7.167478  -2.127208E-01  -8.910430E+00
       7.175642  -2.346973E-01  -9.830979E+00
       7.183805  -2.560022E-01  -1.072339E+01
       7.191969  -2.754824E-01  -1.153938E+01
       7.200132  -2.929067E-01  -1.226925E+01
       7.208296  -3.087869E-01  -1.293443E+01
       7.216459  -3.240355E-01  -1.357317E+01
       7.224622  -3.394727E-01  -1.421980E+01
       7.232786  -3.554102E-01  -1.488739E+01
       7.240949  -3.716060E-01  -1.556579E+01
       7.249113  -3.875750E-01  -1.623470E+01
       7.257276  -4.029342E-01  -1.687807E+01
       7.265439  -4.175148E-01  -1.748882E+01
       7.273603  -4.312125E-01  -1.806259E+01
       7.281766  -4.436498E-01  -1.858356E+01
       7.289930  -4.537643E-01  -1.900723E+01
       7.298093  -4.596370E-01  -1.925323E+01
       7.306257  -4.589585E-01  -1.922481E+01
       7.314420  -4.501322E-01  -1.885510E+01
       7.322583  -4.333985E-01  -1.815415E+01
       7.330747  -4.112318E-01  -1.722564E+01
       7.338910  -3.877286E-01  -1.624114E+01
       7.347074  -3.671743E-01  -1.538016E+01
       7.355237  -3.523281E-01  -1.475828E+01
       7.363400  -3.433105E-01  -1.438056E+01
       7.371564  -3.378221E-01  -1.415066E+01
       7.379727  -3.324893E-01  -1.392728E+01
       7.387891  -3.243917E-01  -1.358809E+01
       7.396054  -3.120708E-01  -1.307199E+01
       7.404218  -2.958259E-01  -1.239153E+01
       7.412381  -2.772437E-01  -1.161316E+01
       7.420544  -2.582152E-01  -1.081609E+01
       7.428708  -2.401051E-01  -1.005750E+01
       7.436871  -2.235408E-01  -9.363655E+00
       7.445035  -2.086958E-01  -8.741831E+00
       7.453198  -1.956615E-01  -8.195849E+00
       7.461361  -1.846458E-01  -7.734425E+00
       7.469525  -1.759562E-01  -7.370436E+00
       7.477688  -1.698185E-01  -7.113339E+00
       7.485852  -1.661565E-01  -6.959949E+00
       7.494015  -1.645341E-01  -6.891988E+00
       7.502179  -1.643484E-01  -6.884210E+00
       7.510342  -1.650991E-01  -6.915657E+00
       7.518505  -1.665076E-01  -6.974656E+00
       7.526669  -1.685119E-01  -7.058612E+00
       7.534832  -1.713071E-01  -7.175694E+00
       7.542996  -1.754327E-01  -7.348509E+00
       7.551159  -1.817070E-01  -7.611324E+00
       7.559322  -1.908476E-01  -7.994207E+00
       7.567486  -2.028918E-01  -8.498710E+00
       7.575649  -2.167929E-01  -9.081001E+00
       7.583813  -2.305986E-01  -9.659291E+00
       7.591976  -2.422550E-01  -1.014755E+01
       7.600140  -2.506092E-01  -1.049749E+01
       7.608303  -2.559790E-01  -1.072242E+01
       7.616466  -2.598363E-01  -1.088400E+01
       7.624630  -2.636862E-01  -1.104526E+01
       7.632793  -2.679072E-01  -1.122207E+01
       7.640957  -2.714040E-01  -1.136854E+01
       7.649120  -2.721810E-01  -1.140109E+01
       7.657283  -2.683260E-01  -1.123962E+01
       7.665447  -2.589283E-01  -1.084596E+01
       7.673610  -2.446548E-01  -1.024807E+01
       7.681774  -2.277922E-01  -9.541738E+00
       7.689937  -2.117256E-01  -8.868740E+00
       7.698100  -1.999990E-01  -8.377539E+00
       7.706264  -1.951925E-01  -8.176203E+00
       7.714427  -1.979446E-01  -8.291485E+00
       7.722591  -2.065401E-01  -8.651530E+00
       7.730754  -2.173819E-01  -9.105671E+00
       7.738918  -2.262634E-01  -9.477699E+00
       7.747081  -2.298616E-01  -9.628419E+00
       7.755244  -2.267900E-01  -9.499756E+00
       7.763408  -2.178470E-01  -9.125153E+00
       7.771571  -2.054016E-01  -8.603841E+00
       7.779735  -1.921542E-01  -8.048936E+00
       7.787898  -1.798914E-01  -7.535274E+00
       7.796061  -1.689734E-01  -7.077940E+00
       7.804225  -1.587488E-01  -6.649653E+00
       7.812388  -1.483378E-01  -6.213561E+00
       7.820552  -1.370927E-01  -5.742526E+00
       7.828715  -1.245607E-01  -5.217585E+00
       7.836879  -1.103244E-01  -4.621258E+00
       7.845042  -9.412667E-02  -3.942769E+00
       7.853205  -7.621786E-02  -3.192606E+00
       7.861369  -5.753010E-02  -2.409815E+00
       7.869532  -3.949427E-02  -1.654332E+00
       7.877696  -2.367103E-02  -9.915299E-01
       7.885859  -1.137186E-02  -4.763432E-01
       7.894022  -3.324847E-03  -1.392709E-01
       7.902186   4.708267E-04   1.972194E-02
       7.910349   5.650191E-04   2.366746E-02
       7.918513  -2.264994E-03  -9.487583E-02
       7.926676  -7.166049E-03  -3.001707E-01
       7.934840  -1.318094E-02  -5.521219E-01
       7.943003  -1.927214E-02  -8.072695E-01
       7.951166  -2.453738E-02  -1.027819E+00
       7.959330  -2.853740E-02  -1.195372E+00
       7.967493  -3.151202E-02  -1.319972E+00
       7.975657  -3.430112E-02  -1.436802E+00
       7.983820  -3.798248E-02  -1.591006E+00
       7.991983  -4.340816E-02  -1.818277E+00
       8.000147  -5.085457E-02  -2.130191E+00
       8.008310  -5.993148E-02  -2.510404E+00
       8.016474  -6.977291E-02  -2.922641E+00
       8.024637  -7.939055E-02  -3.325504E+00
       8.032801  -8.796755E-02  -3.684776E+00
       8.040964  -9.492442E-02  -3.976185E+00
       8.049127  -9.979705E-02  -4.180289E+00
       8.057291  -1.021000E-01  -4.276755E+00
       8.065454  -1.013039E-01  -4.243408E+00
       8.073618  -9.697899E-02  -4.062247E+00
       8.081781  -8.907371E-02  -3.731111E+00
       8.089944  -7.813082E-02  -3.272736E+00
       8.098108  -6.518072E-02  -2.730284E+00
       8.106271  -5.133874E-02  -2.150472E+00
       8.114435  -3.746473E-02  -1.569319E+00
       8.122598  -2.413286E-02  -1.010875E+00
       8.130761  -1.178534E-02  -4.936634E-01
       8.138925  -8.388379E-04  -3.513716E-02
       8.147088   8.303391E-03   3.478116E-01
       8.155252   1.526559E-02   6.394437E-01
