 #calculated the component:  1  2  3
 #tolerence:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    4.062113E+01eV    1.492799E+00Ha
 # Energy      Tot-Im Chi(-2w,w,w)  Tot-Im Chi(-2w,w,w)
 # eV          *10^-7 esu        *10^-12 m/V SI units
 #
       4.922539   8.340005E-01   3.493453E+01
       4.930703   7.523761E-01   3.151546E+01
       4.938866   6.738976E-01   2.822816E+01
       4.947030   6.050761E-01   2.534537E+01
       4.955193   5.488831E-01   2.299156E+01
       4.963356   5.046640E-01   2.113932E+01
       4.971520   4.692860E-01   1.965741E+01
       4.979683   4.387904E-01   1.838001E+01
       4.987847   4.096225E-01   1.715823E+01
       4.996010   3.789078E-01   1.587165E+01
       5.004173   3.443106E-01   1.442245E+01
       5.012337   3.043547E-01   1.274878E+01
       5.020500   2.592391E-01   1.085898E+01
       5.028664   2.113118E-01   8.851410E+00
       5.036827   1.646205E-01   6.895609E+00
       5.044991   1.238076E-01   5.186042E+00
       5.053154   9.265217E-02   3.881005E+00
       5.061317   7.256953E-02   3.039785E+00
       5.069481   6.227164E-02   2.608428E+00
       5.077644   5.940783E-02   2.488469E+00
       5.085808   6.275709E-02   2.628763E+00
       5.093971   7.290210E-02   3.053716E+00
       5.102134   9.118108E-02   3.819384E+00
       5.110298   1.178635E-01   4.937054E+00
       5.118461   1.502685E-01   6.294434E+00
       5.126625   1.819469E-01   7.621373E+00
       5.134788   2.042385E-01   8.555121E+00
       5.142952   2.097445E-01   8.785756E+00
       5.151115   1.954436E-01   8.186723E+00
       5.159278   1.636131E-01   6.853411E+00
       5.167442   1.202529E-01   5.037143E+00
       5.175605   7.206965E-02   3.018846E+00
       5.183769   2.410282E-02   1.009617E+00
       5.191932  -2.021134E-02  -8.466106E-01
       5.200095  -5.658163E-02  -2.370086E+00
       5.208259  -7.706772E-02  -3.228205E+00
       5.216422  -6.989382E-02  -2.927705E+00
       5.224586  -2.366121E-02  -9.911185E-01
       5.232749   6.565520E-02   2.750158E+00
       5.240913   1.900824E-01   7.962151E+00
       5.249076   3.319019E-01   1.390268E+01
       5.257239   4.716643E-01   1.975703E+01
       5.265403   5.959647E-01   2.496371E+01
       5.273566   6.997411E-01   2.931069E+01
       5.281730   7.829576E-01   3.279645E+01
       5.289893   8.457838E-01   3.542811E+01
       5.298056   8.862293E-01   3.712229E+01
       5.306220   9.012142E-01   3.774997E+01
       5.314383   8.893989E-01   3.725505E+01
       5.322547   8.531693E-01   3.573747E+01
       5.330710   7.983699E-01   3.344204E+01
       5.338874   7.325977E-01   3.068698E+01
       5.347037   6.638371E-01   2.780674E+01
       5.355200   6.001657E-01   2.513968E+01
       5.363364   5.497197E-01   2.302660E+01
       5.371527   5.198311E-01   2.177464E+01
       5.379691   5.152520E-01   2.158283E+01
       5.387854   5.364856E-01   2.247226E+01
       5.396017   5.795466E-01   2.427599E+01
       5.404181   6.374270E-01   2.670048E+01
       5.412344   7.021132E-01   2.941005E+01
       5.420508   7.660450E-01   3.208802E+01
       5.428671   8.229654E-01   3.447229E+01
       5.436834   8.684658E-01   3.637821E+01
       5.444998   9.001622E-01   3.770591E+01
       5.453161   9.175429E-01   3.843395E+01
       5.461325   9.218490E-01   3.861432E+01
       5.469488   9.159254E-01   3.836619E+01
       5.477652   9.034733E-01   3.784460E+01
       5.485815   8.876188E-01   3.718049E+01
       5.493978   8.696810E-01   3.642911E+01
       5.502142   8.490553E-01   3.556515E+01
       5.510305   8.240125E-01   3.451615E+01
       5.518469   7.925686E-01   3.319904E+01
       5.526632   7.532399E-01   3.155164E+01
       5.534795   7.059654E-01   2.957141E+01
       5.542959   6.528172E-01   2.734514E+01
       5.551122   5.977984E-01   2.504052E+01
       5.559286   5.458316E-01   2.286374E+01
       5.567449   5.015983E-01   2.101090E+01
       5.575613   4.686157E-01   1.962933E+01
       5.583776   4.486195E-01   1.879173E+01
       5.591939   4.412224E-01   1.848188E+01
       5.600103   4.438269E-01   1.859098E+01
       5.608266   4.519777E-01   1.893240E+01
       5.616430   4.604203E-01   1.928604E+01
       5.624593   4.646824E-01   1.946457E+01
       5.632756   4.624678E-01   1.937180E+01
       5.640920   4.541591E-01   1.902377E+01
       5.649083   4.422460E-01   1.852476E+01
       5.657247   4.300129E-01   1.801234E+01
       5.665410   4.200764E-01   1.759612E+01
       5.673574   4.134000E-01   1.731646E+01
       5.681737   4.091914E-01   1.714017E+01
       5.689900   4.056439E-01   1.699157E+01
       5.698064   4.011839E-01   1.680475E+01
       5.706227   3.956943E-01   1.657480E+01
       5.714391   3.909126E-01   1.637451E+01
       5.722554   3.894693E-01   1.631405E+01
       5.730717   3.929946E-01   1.646172E+01
       5.738881   4.005227E-01   1.677706E+01
       5.747044   4.083264E-01   1.710394E+01
       5.755208   4.113569E-01   1.723088E+01
       5.763371   4.054240E-01   1.698236E+01
       5.771535   3.889608E-01   1.629275E+01
       5.779698   3.636408E-01   1.523215E+01
       5.787861   3.337312E-01   1.397930E+01
       5.796025   3.047077E-01   1.276357E+01
       5.804188   2.820287E-01   1.181359E+01
       5.812352   2.704782E-01   1.132977E+01
       5.820515   2.736330E-01   1.146191E+01
       5.828678   2.929952E-01   1.227295E+01
       5.836842   3.270687E-01   1.370022E+01
       5.845005   3.710858E-01   1.554401E+01
       5.853169   4.179618E-01   1.750754E+01
       5.861332   4.604163E-01   1.928587E+01
       5.869495   4.930755E-01   2.065390E+01
       5.877659   5.131573E-01   2.149508E+01
       5.885822   5.198312E-01   2.177464E+01
       5.893986   5.135266E-01   2.151055E+01
       5.902149   4.958015E-01   2.076809E+01
       5.910313   4.692841E-01   1.965732E+01
       5.918476   4.372889E-01   1.831711E+01
       5.926639   4.033278E-01   1.689456E+01
       5.934803   3.706832E-01   1.552714E+01
       5.942966   3.419034E-01   1.432162E+01
       5.951130   3.183151E-01   1.333355E+01
       5.959293   3.000160E-01   1.256704E+01
       5.967456   2.865077E-01   1.200121E+01
       5.975620   2.774467E-01   1.162166E+01
       5.983783   2.729441E-01   1.143305E+01
       5.991947   2.734377E-01   1.145373E+01
       6.000110   2.794397E-01   1.170514E+01
       6.008274   2.912631E-01   1.220040E+01
       6.016437   3.087536E-01   1.293304E+01
       6.024600   3.310953E-01   1.386889E+01
       6.032764   3.566829E-01   1.494070E+01
       6.040927   3.830739E-01   1.604616E+01
       6.049091   4.072408E-01   1.705846E+01
       6.057254   4.262745E-01   1.785575E+01
       6.065417   4.382433E-01   1.835709E+01
       6.073581   4.426361E-01   1.854110E+01
       6.081744   4.401574E-01   1.843727E+01
       6.089908   4.321246E-01   1.810079E+01
       6.098071   4.198589E-01   1.758701E+01
       6.106235   4.043341E-01   1.693671E+01
       6.114398   3.860739E-01   1.617183E+01
       6.122561   3.650256E-01   1.529016E+01
       6.130725   3.403744E-01   1.425757E+01
       6.138888   3.107763E-01   1.301777E+01
       6.147052   2.752867E-01   1.153118E+01
       6.155215   2.344839E-01   9.822037E+00
       6.163378   1.909897E-01   8.000157E+00
       6.171542   1.490565E-01   6.243663E+00
       6.179705   1.134731E-01   4.753149E+00
       6.187869   8.828487E-02   3.698068E+00
       6.196032   7.569874E-02   3.170861E+00
       6.204196   7.541205E-02   3.158853E+00
       6.212359   8.465444E-02   3.545997E+00
       6.220522   9.906310E-02   4.149545E+00
       6.228686   1.140576E-01   4.777633E+00
       6.236849   1.261809E-01   5.285451E+00
       6.245013   1.339356E-01   5.610280E+00
       6.253176   1.377890E-01   5.771694E+00
       6.261339   1.394271E-01   5.840309E+00
       6.269503   1.407451E-01   5.895519E+00
       6.277666   1.430382E-01   5.991570E+00
       6.285830   1.465482E-01   6.138596E+00
       6.293993   1.503560E-01   6.298096E+00
       6.302156   1.526652E-01   6.394827E+00
       6.310320   1.514888E-01   6.345546E+00
       6.318483   1.454644E-01   6.093198E+00
       6.326647   1.343907E-01   5.629344E+00
       6.334810   1.192754E-01   4.996195E+00
       6.342974   1.019481E-01   4.270394E+00
       6.351137   8.443758E-02   3.536913E+00
       6.359300   6.836742E-02   2.863768E+00
       6.367464   5.453900E-02   2.284524E+00
       6.375627   4.277803E-02   1.791882E+00
       6.383791   3.215570E-02   1.346935E+00
       6.391954   2.157128E-02   9.035758E-01
       6.400117   1.035607E-02   4.337940E-01
       6.408281  -1.516350E-03  -6.351670E-02
       6.416444  -1.367886E-02  -5.729789E-01
       6.424608  -2.575313E-02  -1.078745E+00
       6.432771  -3.749785E-02  -1.570706E+00
       6.440935  -4.869857E-02  -2.039881E+00
       6.449098  -5.912656E-02  -2.476687E+00
       6.457261  -6.878758E-02  -2.881367E+00
       6.465425  -7.818149E-02  -3.274858E+00
       6.473588  -8.810753E-02  -3.690640E+00
       6.481752  -9.901949E-02  -4.147719E+00
       6.489915  -1.104171E-01  -4.625139E+00
       6.498078  -1.206836E-01  -5.055185E+00
       6.506242  -1.274046E-01  -5.336710E+00
       6.514405  -1.279952E-01  -5.361449E+00
       6.522569  -1.204982E-01  -5.047417E+00
       6.530732  -1.043901E-01  -4.372680E+00
       6.538896  -8.106420E-02  -3.395609E+00
       6.547059  -5.366276E-02  -2.247820E+00
       6.555222  -2.627745E-02  -1.100707E+00
       6.563386  -2.920978E-03  -1.223536E-01
       6.571549   1.330960E-02   5.575114E-01
       6.579713   2.070722E-02   8.673820E-01
       6.587876   1.905570E-02   7.982032E-01
       6.596039   9.382051E-03   3.929944E-01
       6.604203  -6.532074E-03  -2.736149E-01
       6.612366  -2.667858E-02  -1.117510E+00
       6.620530  -4.919882E-02  -2.060835E+00
       6.628693  -7.251733E-02  -3.037599E+00
       6.636857  -9.526549E-02  -3.990472E+00
       6.645020  -1.160722E-01  -4.862022E+00
       6.653183  -1.333125E-01  -5.584183E+00
       6.661347  -1.450062E-01  -6.074007E+00
       6.669510  -1.490333E-01  -6.242690E+00
       6.677674  -1.436091E-01  -6.015485E+00
       6.685837  -1.278613E-01  -5.355842E+00
       6.694000  -1.023073E-01  -4.285440E+00
       6.702164  -6.894165E-02  -2.887821E+00
       6.710327  -3.084417E-02  -1.291998E+00
       6.718491   8.363168E-03   3.503156E-01
       6.726654   4.488030E-02   1.879942E+00
       6.734817   7.498859E-02   3.141115E+00
       6.742981   9.547041E-02   3.999055E+00
       6.751144   1.041476E-01   4.362523E+00
       6.759308   1.002214E-01   4.198062E+00
       6.767471   8.429815E-02   3.531073E+00
       6.775635   5.830828E-02   2.442412E+00
       6.783798   2.539727E-02   1.063838E+00
       6.791961  -1.052144E-02  -4.407211E-01
       6.800125  -4.572114E-02  -1.915163E+00
       6.808288  -7.769138E-02  -3.254329E+00
       6.816452  -1.056443E-01  -4.425219E+00
       6.824615  -1.303068E-01  -5.458279E+00
       6.832778  -1.532727E-01  -6.420273E+00
       6.840942  -1.763032E-01  -7.384972E+00
       6.849105  -2.006663E-01  -8.405491E+00
       6.857269  -2.264604E-01  -9.485950E+00
       6.865432  -2.522127E-01  -1.056466E+01
       6.873596  -2.752189E-01  -1.152834E+01
       6.881759  -2.925391E-01  -1.225385E+01
       6.889922  -3.019555E-01  -1.264828E+01
       6.898086  -3.024698E-01  -1.266983E+01
       6.906249  -2.946482E-01  -1.234220E+01
       6.914413  -2.810438E-01  -1.177234E+01
       6.922576  -2.660898E-01  -1.114594E+01
       6.930739  -2.547691E-01  -1.067174E+01
       6.938903  -2.505606E-01  -1.049546E+01
       6.947066  -2.541610E-01  -1.064627E+01
       6.955230  -2.638883E-01  -1.105373E+01
       6.963393  -2.771500E-01  -1.160923E+01
       6.971557  -2.916543E-01  -1.221679E+01
       6.979720  -3.056524E-01  -1.280314E+01
       6.987883  -3.174818E-01  -1.329864E+01
       6.996047  -3.251317E-01  -1.361909E+01
       7.004210  -3.264052E-01  -1.367243E+01
       7.012374  -3.197289E-01  -1.339277E+01
       7.020537  -3.050799E-01  -1.277916E+01
       7.028700  -2.843992E-01  -1.191288E+01
       7.036864  -2.612597E-01  -1.094362E+01
       7.045027  -2.398613E-01  -1.004729E+01
       7.053191  -2.236457E-01  -9.368047E+00
       7.061354  -2.141414E-01  -8.969936E+00
       7.069518  -2.106117E-01  -8.822081E+00
       7.077681  -2.105734E-01  -8.820479E+00
       7.085844  -2.108031E-01  -8.830098E+00
       7.094008  -2.083516E-01  -8.727412E+00
       7.102171  -2.012292E-01  -8.429069E+00
       7.110335  -1.885879E-01  -7.899552E+00
       7.118498  -1.704867E-01  -7.141330E+00
       7.126661  -1.476281E-01  -6.183831E+00
       7.134825  -1.213894E-01  -5.084749E+00
       7.142988  -9.393826E-02  -3.934877E+00
       7.151152  -6.798140E-02  -2.847598E+00
       7.159315  -4.607264E-02  -1.929886E+00
       7.167478  -2.983908E-02  -1.249896E+00
       7.175642  -1.958577E-02  -8.204067E-01
       7.183805  -1.447144E-02  -6.061781E-01
       7.191969  -1.304179E-02  -5.462934E-01
       7.200132  -1.377904E-02  -5.771749E-01
       7.208296  -1.553014E-02  -6.505249E-01
       7.216459  -1.781106E-02  -7.460677E-01
       7.224622  -2.086873E-02  -8.741472E-01
       7.232786  -2.537797E-02  -1.063030E+00
       7.240949  -3.195575E-02  -1.338559E+00
       7.249113  -4.087096E-02  -1.711999E+00
       7.257276  -5.211752E-02  -2.183093E+00
       7.265439  -6.569303E-02  -2.751743E+00
       7.273603  -8.184957E-02  -3.428507E+00
       7.281766  -1.011722E-01  -4.237892E+00
       7.289930  -1.243354E-01  -5.208147E+00
       7.298093  -1.514503E-01  -6.343935E+00
       7.306257  -1.812864E-01  -7.593707E+00
       7.314420  -2.110083E-01  -8.838694E+00
       7.322583  -2.368599E-01  -9.921563E+00
       7.330747  -2.555424E-01  -1.070414E+01
       7.338910  -2.656050E-01  -1.112564E+01
       7.347074  -2.682022E-01  -1.123443E+01
       7.355237  -2.667471E-01  -1.117347E+01
       7.363400  -2.654282E-01  -1.111823E+01
       7.371564  -2.673595E-01  -1.119913E+01
       7.379727  -2.734732E-01  -1.145522E+01
       7.387891  -2.825795E-01  -1.183666E+01
       7.396054  -2.922133E-01  -1.224020E+01
       7.404218  -2.997921E-01  -1.255766E+01
       7.412381  -3.036540E-01  -1.271943E+01
       7.420544  -3.034552E-01  -1.271110E+01
       7.428708  -2.997853E-01  -1.255738E+01
       7.436871  -2.934718E-01  -1.229292E+01
       7.445035  -2.851261E-01  -1.194334E+01
       7.453198  -2.750862E-01  -1.152278E+01
       7.461361  -2.635953E-01  -1.104146E+01
       7.469525  -2.510156E-01  -1.051452E+01
       7.477688  -2.379365E-01  -9.966663E+00
       7.485852  -2.250794E-01  -9.428103E+00
       7.494015  -2.130269E-01  -8.923252E+00
       7.502179  -2.020054E-01  -8.461582E+00
       7.510342  -1.919050E-01  -8.038497E+00
       7.518505  -1.824458E-01  -7.642271E+00
       7.526669  -1.732845E-01  -7.258526E+00
       7.534832  -1.640632E-01  -6.872264E+00
       7.542996  -1.545668E-01  -6.474481E+00
       7.551159  -1.450335E-01  -6.075147E+00
       7.559322  -1.364057E-01  -5.713748E+00
       7.567486  -1.302160E-01  -5.454474E+00
       7.575649  -1.279816E-01  -5.360880E+00
       7.583813  -1.303732E-01  -5.461058E+00
       7.591976  -1.367090E-01  -5.726454E+00
       7.600140  -1.451940E-01  -6.081873E+00
       7.608303  -1.538647E-01  -6.445068E+00
       7.616466  -1.617268E-01  -6.774398E+00
       7.624630  -1.693010E-01  -7.091662E+00
       7.632793  -1.781046E-01  -7.460429E+00
       7.640957  -1.894729E-01  -7.936620E+00
       7.649120  -2.035772E-01  -8.527422E+00
       7.657283  -2.191077E-01  -9.177964E+00
       7.665447  -2.335873E-01  -9.784483E+00
       7.673610  -2.441464E-01  -1.022678E+01
       7.681774  -2.485097E-01  -1.040955E+01
       7.689937  -2.458649E-01  -1.029876E+01
       7.698100  -2.373405E-01  -9.941696E+00
       7.706264  -2.259140E-01  -9.463062E+00
       7.714427  -2.156606E-01  -9.033570E+00
       7.722591  -2.104683E-01  -8.816076E+00
       7.730754  -2.126604E-01  -8.907900E+00
       7.738918  -2.221780E-01  -9.306568E+00
       7.747081  -2.367304E-01  -9.916139E+00
       7.755244  -2.527869E-01  -1.058871E+01
       7.763408  -2.669470E-01  -1.118185E+01
       7.771571  -2.771610E-01  -1.160969E+01
       7.779735  -2.832789E-01  -1.186596E+01
       7.787898  -2.866222E-01  -1.200600E+01
       7.796061  -2.888811E-01  -1.210062E+01
       7.804225  -2.911597E-01  -1.219607E+01
       7.812388  -2.937461E-01  -1.230441E+01
       7.820552  -2.964504E-01  -1.241769E+01
       7.828715  -2.989365E-01  -1.252182E+01
       7.836879  -3.006976E-01  -1.259559E+01
       7.845042  -3.008749E-01  -1.260302E+01
       7.853205  -2.983343E-01  -1.249660E+01
       7.861369  -2.920700E-01  -1.223420E+01
       7.869532  -2.816163E-01  -1.179632E+01
       7.877696  -2.672317E-01  -1.119378E+01
       7.885859  -2.498718E-01  -1.046661E+01
       7.894022  -2.309712E-01  -9.674898E+00
       7.902186  -2.120331E-01  -8.881621E+00
       7.910349  -1.942486E-01  -8.136665E+00
       7.918513  -1.784066E-01  -7.473078E+00
       7.926676  -1.650100E-01  -6.911923E+00
       7.934840  -1.543108E-01  -6.463754E+00
       7.943003  -1.461847E-01  -6.123371E+00
       7.951166  -1.400148E-01  -5.864928E+00
       7.959330  -1.347825E-01  -5.645756E+00
       7.967493  -1.294158E-01  -5.420958E+00
       7.975657  -1.232345E-01  -5.162034E+00
       7.983820  -1.162438E-01  -4.869209E+00
       7.991983  -1.091312E-01  -4.571276E+00
       8.000147  -1.029811E-01  -4.313662E+00
       8.008310  -9.885069E-02  -4.140648E+00
       8.016474  -9.740627E-02  -4.080144E+00
       8.024637  -9.879326E-02  -4.138243E+00
       8.032801  -1.027749E-01  -4.305026E+00
       8.040964  -1.089799E-01  -4.564940E+00
       8.049127  -1.170421E-01  -4.902646E+00
       8.057291  -1.265617E-01  -5.301406E+00
       8.065454  -1.369591E-01  -5.736931E+00
       8.073618  -1.473350E-01  -6.171556E+00
       8.081781  -1.564942E-01  -6.555216E+00
       8.089944  -1.632405E-01  -6.837804E+00
       8.098108  -1.667903E-01  -6.986494E+00
       8.106271  -1.669462E-01  -6.993025E+00
       8.114435  -1.639009E-01  -6.865464E+00
       8.122598  -1.579336E-01  -6.615509E+00
       8.130761  -1.492800E-01  -6.253028E+00
       8.138925  -1.381641E-01  -5.787402E+00
       8.147088  -1.248471E-01  -5.229584E+00
       8.155252  -1.096407E-01  -4.592620E+00
